wn,wp,vdd,temp,cl_ff,tech_node,corner,delay_ps,power_mw,freq_ghz,source
0.488,0.24,1.92,-34.85,116.796,1.0,FS,0.0065,3345.6371,76932.1803,physics
1.158,0.328,1.23,107.51,108.396,7.0,FF,0.2653,31.5885,1884.5854,physics
2.035,4.473,2.151,101.43,27.642,0.5,FS,0.0001,85514.4073,4847313.165,physics
0.562,1.915,0.53,-0.58,192.836,0.3,MC,0.0023,1222.8985,221183.5848,physics
0.929,2.644,1.749,-10.44,189.794,7.0,MC,0.0292,1023.169,17104.3395,physics
3.692,4.705,0.613,85.64,47.118,3.0,FF,0.0034,330.3215,144940.9278,physics
1.262,3.393,1.95,90.59,78.231,0.7,SS,0.0006,25103.3953,770050.643,physics
0.315,3.295,0.789,119.79,127.08,3.0,MC,0.052,79.602,9621.7482,physics
1.405,2.79,0.987,67.86,73.694,14.0,FS,0.1145,34.2392,4368.5988,physics
1.348,4.867,1.124,26.96,163.63,2.0,SF,0.0033,3319.3492,151306.6339,physics
3.988,4.453,0.518,105.54,88.54,5.0,SS,0.0524,26.13,9533.9924,physics
2.631,1.512,0.921,-14.04,120.802,14.0,MC,0.1915,28.2299,2610.6831,physics
1.244,4.084,2.517,39.45,96.284,5.0,FS,0.0056,5888.198,88626.989,physics
0.907,4.192,0.563,-32.88,115.124,7.0,TT,0.063,31.0167,7933.635,physics
3.192,0.34,2.102,-30.77,52.394,7.0,FS,0.0592,216.7825,8446.7667,physics
4.796,3.057,2.078,-36.93,144.19,3.0,SS,0.0045,7554.3354,111541.315,physics
1.177,3.092,1.82,39.48,44.653,1.0,FS,0.0004,23685.9539,1387616.7619,physics
0.816,2.976,2.649,62.83,102.65,7.0,MC,0.0172,2212.2285,28986.4298,physics
3.466,4.623,2.17,-28.64,76.264,7.0,SS,0.009,2344.8914,55764.4519,physics
0.201,2.685,3.046,72.92,165.476,0.3,SS,0.0017,47288.6989,299588.6748,physics
0.986,4.523,2.179,104.83,106.755,14.0,SS,0.0969,283.2879,5159.8161,physics
2.473,0.782,2.19,96.54,179.497,1.0,FS,0.0049,8960.0567,101124.5078,physics
2.173,4.393,2.453,30.78,187.746,0.7,SF,0.0003,184738.9165,1548040.2543,physics
1.831,4.052,3.042,98.14,115.648,1.0,TT,0.0003,167239.9,1444331.4548,physics
1.362,3.864,3.048,-26.17,120.06,0.5,SF,0.0001,619516.157,5190183.5019,physics
1.378,0.177,2.582,-38.83,104.986,0.5,SS,0.0039,9278.1901,129471.9156,physics
1.95,1.146,2.752,27.46,22.21,1.0,MC,0.0002,44846.4994,2177103.395,physics
2.977,1.417,2.001,53.17,122.764,1.0,TT,0.0015,17145.4769,329785.4192,physics
2.137,3.951,1.851,21.09,111.427,3.0,FF,0.0018,11551.6816,278096.7109,physics
2.939,3.905,1.615,-17.22,172.902,14.0,MC,0.0678,353.9511,7378.0948,physics
1.241,3.948,3.158,-23.45,102.16,2.0,FS,0.0006,89095.019,808316.8226,physics
3.116,3.47,0.646,24.2,127.539,14.0,TT,0.1618,17.8208,3091.0468,physics
2.422,3.061,0.747,3.41,74.796,0.3,SS,0.0006,3622.7702,776300.5618,physics
3.656,4.664,1.622,68.27,58.007,0.3,SS,0.0002,43810.8209,2331824.3869,physics
4.735,4.128,2.293,32.43,41.14,0.5,FF,0.0001,234183.0654,8036454.7991,physics
1.07,3.952,1.93,75.24,123.423,28.0,FF,0.159,154.0583,3144.8009,physics
1.288,0.151,0.941,124.47,156.155,2.0,MC,0.1953,35.9295,2560.4402,physics
2.048,2.992,1.95,81.59,14.655,14.0,FS,0.0137,316.9331,36593.9729,physics
1.508,4.174,3.062,17.44,192.694,3.0,TT,0.002,46699.7623,246760.2808,physics
3.079,1.093,3.103,54.86,52.96,1.0,FS,0.0006,48784.5797,848924.8807,physics
0.64,0.501,1.324,116.26,160.786,3.0,FS,0.0833,171.03,5999.4308,physics
4.088,2.938,2.444,119.4,113.071,5.0,FF,0.0067,5567.0616,74925.2249,physics
4.811,2.375,1.79,56.83,6.443,14.0,FF,0.0078,369.8484,64046.7893,physics
0.45,3.223,3.284,71.69,46.756,2.0,SF,0.0009,31471.2299,553993.5772,physics
4.783,2.655,0.527,97.31,50.403,14.0,SF,0.1361,6.3664,3674.216,physics
3.408,4.132,0.713,113.68,95.835,2.0,TT,0.0052,529.9923,96544.2414,physics
4.484,1.455,3.152,72.71,182.076,0.7,MC,0.0009,111089.1213,583443.413,physics
1.094,3.717,2.944,-5.88,41.351,5.0,FS,0.0019,11098.7461,260786.5247,physics
1.857,3.928,0.836,-27.05,191.2,0.7,FS,0.0015,4820.0155,343932.8127,physics
0.152,4.307,3.182,99.92,74.868,2.0,SF,0.0049,8521.6917,102572.0681,physics
4.503,4.423,2.109,5.33,37.392,0.5,FF,0.0001,217178.8593,9430597.1798,physics
2.062,3.788,0.859,46.75,85.212,0.5,SS,0.001,3325.877,476266.88,physics
2.572,2.06,2.422,-11.16,195.325,0.5,SF,0.0004,142576.9523,1198550.5836,physics
1.66,0.191,2.387,22.61,21.049,2.0,FS,0.0046,1482.0326,108234.9369,physics
4.326,1.058,1.236,4.45,191.747,2.0,FF,0.0087,1753.5744,57271.6692,physics
1.017,2.206,1.673,84.11,73.651,1.0,FF,0.0006,18396.5728,833629.1805,physics
2.32,2.921,3.242,73.19,163.024,3.0,TT,0.003,30311.0283,168185.2025,physics
2.83,4.303,1.049,92.01,147.97,0.7,SS,0.0021,4103.4479,233848.4139,physics
0.982,2.573,3.288,100.15,103.884,2.0,SF,0.001,57285.7585,483417.6085,physics
1.584,2.876,2.09,25.74,138.418,28.0,TT,0.1912,166.3258,2615.1147,physics
4.091,2.461,2.264,34.23,67.597,2.0,FF,0.0008,26344.7225,657632.9914,physics
2.855,4.669,1.222,-36.73,25.126,0.3,TT,0.0001,52317.1357,9405259.6465,physics
2.935,3.302,2.008,121.6,57.637,2.0,MC,0.0015,9239.9577,338558.9059,physics
2.611,3.908,1.751,-27.06,123.119,0.7,MC,0.0003,70609.4337,1723480.1905,physics
4.788,4.361,2.294,113.21,84.941,0.3,FS,0.0002,163913.5204,3124659.4483,physics
2.095,4.549,0.722,16.7,63.383,3.0,MC,0.0044,441.9794,114438.4603,physics
1.425,3.277,1.259,33.41,172.698,2.0,MC,0.0045,3174.6296,111098.0037,physics
2.984,4.833,1.659,-9.66,5.597,5.0,MC,0.0009,2798.0798,558792.1485,physics
1.348,3.758,2.599,-5.26,80.012,14.0,SS,0.0251,1188.1562,19934.0579,physics
4.692,2.445,0.651,87.2,105.273,14.0,SS,0.4391,5.6351,1138.6676,physics
1.401,0.903,2.334,106.1,62.565,5.0,MC,0.0164,1098.5961,30427.6732,physics
1.507,3.188,0.868,98.36,6.686,2.0,FF,0.0005,1182.045,1100852.8969,physics
4.337,2.416,2.939,114.25,110.161,7.0,MC,0.0204,2560.529,24490.122,physics
2.752,3.016,1.778,83.57,175.581,1.0,FS,0.0017,17423.739,298124.7088,physics
3.242,2.739,3.045,39.47,46.199,14.0,SF,0.0115,2245.4494,43371.753,physics
1.622,2.149,0.936,-38.26,105.14,7.0,FF,0.0259,188.1537,19310.3908,physics
1.519,2.745,2.426,41.17,151.339,3.0,SS,0.0061,7584.6596,81455.4629,physics
3.857,4.02,2.172,91.47,110.094,5.0,SF,0.0063,4594.1944,79311.574,physics
4.425,2.27,1.2,77.96,129.552,1.0,TT,0.0023,4458.853,220636.6274,physics
1.403,2.198,1.171,86.15,182.081,3.0,FF,0.012,1073.4178,41664.4602,physics
3.284,2.73,1.253,-8.98,14.624,7.0,FF,0.004,480.7687,125938.2024,physics
0.659,2.358,1.768,75.58,98.907,2.0,SS,0.0058,2786.4192,85904.4459,physics
0.862,4.853,0.562,120.43,57.141,7.0,MC,0.0884,11.8528,5655.9435,physics
2.259,0.19,0.753,-37.57,44.22,1.0,FF,0.0054,253.0118,92641.7342,physics
3.954,2.567,1.54,74.99,7.316,14.0,TT,0.0147,143.6563,33984.0564,physics
0.393,3.912,0.7,37.57,39.246,3.0,SF,0.01,113.204,50024.3576,physics
4.162,0.742,2.651,1.08,154.474,0.7,TT,0.0014,40215.949,352416.1828,physics
3.72,0.313,1.79,87.21,104.707,5.0,SF,0.0959,185.7543,5213.2085,physics
2.019,4.812,3.121,-13.83,145.919,0.5,FS,0.0001,564205.4279,3691075.922,physics
0.716,2.484,1.337,19.47,11.365,5.0,SS,0.005,297.805,100836.5269,physics
1.272,2.256,0.542,91.07,117.355,1.0,TT,0.0047,386.4645,106921.3208,physics
0.164,0.354,2.694,38.42,119.646,2.0,SS,0.0157,2778.6496,31777.5964,physics
1.334,2.575,2.421,15.84,193.961,28.0,SS,0.3737,157.0635,1338.1086,physics
1.855,0.897,2.002,-22.28,98.081,2.0,FS,0.0043,4833.5787,117638.7704,physics
3.968,3.82,2.755,32.39,39.4,1.0,FF,0.0001,220686.874,5596923.9533,physics
3.655,1.366,0.611,76.59,112.246,0.5,MC,0.0035,639.2082,142285.5438,physics
2.512,2.899,2.022,13.41,94.211,0.3,FS,0.0002,109879.1719,2611014.3528,physics
0.902,2.726,1.758,95.2,108.78,0.7,SS,0.0014,12594.1813,355506.9336,physics
3.906,2.604,2.554,105.68,124.327,2.0,FS,0.0025,17553.2108,199603.8197,physics
1.285,3.647,2.343,48.93,78.111,0.5,MC,0.0002,128508.8876,2720160.2971,physics
2.548,2.825,2.217,13.23,128.54,14.0,SS,0.0722,466.9656,6924.7662,physics
2.673,0.473,2.839,-18.59,174.825,5.0,SS,0.0612,1185.4829,8176.1059,physics
2.489,0.629,2.099,97.99,131.926,0.5,FS,0.0027,11193.8776,185520.6552,physics
3.542,1.391,1.526,59.98,15.104,5.0,MC,0.0079,341.2466,63566.5407,physics
2.518,4.465,0.724,92.17,13.079,0.5,MC,0.0002,2906.1123,2278581.4432,physics
4.699,2.167,1.533,76.89,164.905,3.0,FS,0.0151,1370.0336,33129.1725,physics
0.318,0.491,1.351,115.86,192.157,14.0,SS,1.9579,9.0173,255.3714,physics
3.659,2.729,1.03,46.82,50.504,7.0,FS,0.0295,109.2753,16941.8048,physics
3.776,2.164,0.795,65.37,72.235,0.7,MC,0.0015,1694.4704,327725.231,physics
3.366,4.432,0.967,-10.23,80.91,2.0,MC,0.0016,2711.5398,310215.3704,physics
0.892,4.992,1.74,18.13,63.716,2.0,FF,0.0009,11701.7124,528024.2057,physics
2.132,3.221,2.813,13.37,48.904,0.5,TT,0.0001,274038.1357,6019734.8388,physics
1.95,2.819,2.585,19.4,91.028,1.0,SS,0.0006,58703.7868,889961.2776,physics
3.664,4.917,2.168,45.41,198.689,3.0,SS,0.0055,9008.7095,90188.4737,physics
1.586,1.226,2.896,-36.42,164.566,3.0,FS,0.0054,13029.4686,91874.0418,physics
2.615,2.918,2.101,-24.44,92.614,7.0,TT,0.0105,2143.539,47828.2792,physics
1.413,4.465,1.2,2.28,60.76,0.3,SF,0.0001,39926.917,3947920.6116,physics
2.897,1.205,0.716,13.57,97.024,0.7,MC,0.0028,933.9145,175783.6453,physics
3.55,4.125,0.767,65.97,8.437,0.3,SF,0.0001,7956.4374,6500791.78,physics
0.503,0.421,2.659,17.41,163.611,1.0,SS,0.006,9750.2859,83528.3131,physics
4.365,1.25,2.328,59.38,3.275,1.0,SS,0.0002,14986.7263,2243977.231,physics
1.607,0.35,2.012,-15.32,100.978,5.0,TT,0.0482,437.0981,10369.0877,physics
0.367,3.698,1.6,33.53,119.431,0.5,SS,0.0025,6537.9372,202718.8608,physics
1.204,1.555,1.604,-18.19,17.426,0.3,MC,0.0001,35427.0366,6295627.0672,physics
0.361,2.086,0.738,42.8,154.991,7.0,TT,0.2347,18.44,2130.2517,physics
2.467,1.111,1.607,54.27,112.672,0.5,TT,0.0014,11059.9964,361604.0677,physics
1.302,1.441,1.704,72.98,115.628,14.0,MC,0.1213,143.6868,4122.136,physics
2.138,1.922,1.033,16.85,131.427,3.0,TT,0.0125,589.2806,40025.6807,physics
4.94,3.139,3.272,32.96,30.018,28.0,TT,0.0291,791.9089,17187.3685,physics
1.094,1.963,2.622,100.71,23.362,28.0,TT,0.0553,175.9931,9049.5275,physics
4.751,4.645,2.933,95.32,3.733,14.0,FF,0.0025,3251.926,200287.1562,physics
2.316,0.26,1.085,48.77,41.556,0.5,FF,0.0023,1174.6358,218303.4876,physics
2.798,3.172,3.278,74.69,133.984,1.0,FS,0.0005,155405.7933,1007122.0119,physics
4.541,2.705,1.215,-30.08,40.939,0.3,FF,0.0001,43094.6431,5548272.6633,physics
0.379,3.326,0.523,24.13,54.991,2.0,SS,0.0179,46.6489,27975.8731,physics
0.213,4.357,2.318,-1.86,76.76,14.0,FF,0.0747,302.4769,6691.8212,physics
2.485,3.046,0.746,-7.19,193.391,0.5,MC,0.0014,4027.3953,357719.4418,physics
0.225,1.35,1.982,15.04,79.287,7.0,SS,0.0887,181.2118,5637.5851,physics
1.812,1.857,2.251,-1.03,195.671,0.5,FF,0.0004,117778.2747,1153080.3847,physics
4.082,3.185,2.96,106.92,163.157,28.0,FS,0.2184,350.7887,2289.5689,physics
4.752,1.244,1.457,24.82,28.315,1.0,FS,0.0009,4603.362,570997.1912,physics
4.808,3.12,2.251,-2.47,48.832,7.0,SF,0.0052,3018.5609,96697.6822,physics
4.856,4.562,1.422,49.47,42.145,7.0,FS,0.0122,474.775,40961.1011,physics
2.762,4.031,2.915,10.98,141.322,0.5,TT,0.0002,390948.9187,3021572.5545,physics
2.219,4.559,2.656,68.28,113.404,7.0,FF,0.0065,6732.9797,76769.4268,physics
0.451,2.735,2.514,-9.62,168.065,7.0,MC,0.033,1657.6135,15142.8397,physics
0.264,1.696,3.224,118.6,61.366,3.0,TT,0.0054,6260.8717,93351.3858,physics
3.922,0.668,1.017,85.8,122.784,3.0,FS,0.0576,116.7803,8673.2533,physics
2.887,1.27,1.15,73.42,72.493,0.7,TT,0.0018,2949.9849,281672.4739,physics
2.571,3.083,2.494,21.7,170.574,0.7,SF,0.0004,143462.9091,1283615.2772,physics
0.791,1.087,0.59,86.15,3.988,3.0,SF,0.0023,53.8481,220538.5265,physics
1.206,3.406,1.068,-6.25,36.239,0.7,FS,0.0003,7649.3015,1535631.7164,physics
2.511,1.726,1.781,0.72,81.568,28.0,FS,0.2611,53.6879,1914.7765,physics
3.708,1.995,1.376,60.9,148.751,0.3,FS,0.001,15636.1677,522875.9198,physics
2.683,4.398,2.703,45.91,90.87,28.0,TT,0.0675,553.8582,7411.6275,physics
2.651,2.069,2.558,52.02,103.709,28.0,TT,0.1731,210.4341,2889.094,physics
1.541,2.08,1.353,96.56,92.808,1.0,FF,0.0011,8172.8725,452598.328,physics
3.112,0.415,1.948,-16.53,166.149,0.7,SS,0.0063,5162.3884,79171.2396,physics
3.647,0.699,2.68,114.74,139.527,7.0,SF,0.0742,709.2695,6739.2935,physics
2.138,2.337,1.001,57.4,142.814,5.0,SF,0.0303,248.0658,16501.9304,physics
0.56,1.722,2.316,77.39,33.635,14.0,SS,0.0449,222.8352,11134.0963,physics
0.677,2.33,1.516,46.43,77.433,0.5,FS,0.0007,12993.3263,687124.1911,physics
4.755,1.987,1.566,86.76,182.538,0.3,MC,0.0009,26037.2716,548972.3123,physics
4.33,0.936,0.905,86.91,11.211,3.0,FF,0.0038,210.3369,130383.6421,physics
3.683,4.811,1.309,-10.19,179.81,5.0,SS,0.0211,787.3041,23745.8603,physics
3.158,1.378,1.784,101.14,109.157,28.0,FS,0.6866,26.9919,728.1861,physics
4.428,1.304,2.149,38.49,82.62,14.0,FS,0.0898,236.0902,5565.3734,physics
3.048,1.337,2.033,62.26,111.952,5.0,SS,0.0352,699.5679,14221.3896,physics
1.022,0.417,1.477,-16.01,7.454,0.3,FS,0.0002,5985.1138,2807310.2951,physics
1.576,4.614,0.637,28.8,36.471,3.0,FS,0.0038,245.7035,130372.6758,physics
3.345,3.544,2.102,52.76,193.292,0.3,FF,0.0002,223909.8705,2479371.0526,physics
4.666,0.602,1.338,20.81,76.409,14.0,SF,0.2274,33.4226,2199.029,physics
4.235,0.465,1.818,-19.87,172.022,2.0,FS,0.0169,1751.5891,29508.5942,physics
2.139,1.168,1.085,-30.4,114.702,0.5,SS,0.0023,3126.3045,221247.517,physics
2.48,3.49,3.115,122.74,58.15,0.3,FF,0.0001,610466.6293,9283396.4602,physics
1.387,2.939,2.245,112.97,123.244,0.7,FS,0.0007,45302.1458,690279.4465,physics
3.678,2.564,2.762,105.8,47.312,3.0,TT,0.0016,13680.1402,312575.0515,physics
0.128,0.266,2.251,-20.54,169.766,0.3,SF,0.0017,24998.5075,289528.419,physics
2.141,1.769,2.069,65.19,3.248,5.0,MC,0.0012,1647.7188,403105.4106,physics
1.494,3.982,1.362,43.6,65.461,28.0,SS,0.2451,28.109,2039.8067,physics
3.467,1.806,2.528,61.64,6.794,7.0,TT,0.0031,1599.6708,163696.3151,physics
1.733,1.789,2.383,111.17,159.654,7.0,SF,0.0378,1241.2616,13221.0221,physics
0.878,2.384,2.923,107.83,93.032,1.0,MC,0.0005,82071.8685,977313.9093,physics
0.393,2.677,2.082,71.9,111.48,28.0,TT,0.4984,50.6265,1003.1428,physics
2.938,1.759,3.065,91.3,14.176,7.0,FF,0.0027,3773.0479,184703.1906,physics
4.223,1.795,1.551,48.16,34.028,0.3,SF,0.0002,31738.6799,3017378.192,physics
1.034,0.717,2.691,10.87,171.706,28.0,FF,0.4105,153.9498,1218.113,physics
2.14,2.561,1.165,34.56,190.195,5.0,FS,0.0409,328.2822,12230.2218,physics
1.595,0.694,2.698,88.34,182.757,0.7,FS,0.0031,22111.8446,162925.4919,physics
0.242,2.491,1.9,-8.62,184.804,0.5,FF,0.0014,25101.0256,367489.297,physics
3.905,0.845,2.941,95.65,187.667,7.0,TT,0.0787,1073.8064,6356.0362,physics
3.656,2.378,2.498,46.19,1.818,28.0,MC,0.0181,199.3752,27684.0422,physics
4.259,4.379,1.433,106.72,21.517,3.0,SS,0.0026,1398.5974,192198.2067,physics
2.938,1.664,2.998,12.95,39.317,3.0,FS,0.0014,14937.9269,355635.6984,physics
1.677,2.289,0.829,-15.36,55.454,28.0,FS,0.3045,6.9799,1642.2322,physics
2.851,0.647,2.019,50.65,54.939,3.0,FS,0.0099,1249.7945,50613.5714,physics
1.315,0.496,2.217,15.89,89.286,7.0,SS,0.1074,210.9974,4655.803,physics
2.417,3.426,0.797,-31.12,85.867,7.0,MC,0.0301,100.4851,16602.4239,physics
3.029,3.025,2.841,75.4,123.647,3.0,FF,0.0018,29152.8859,270753.9741,physics
4.109,3.608,2.378,48.03,194.763,0.7,FS,0.0007,89380.2498,762836.5392,physics
0.763,4.092,3.075,37.27,91.661,0.7,SF,0.0003,184408.9853,1960362.9719,physics
1.251,1.235,2.911,61.8,182.659,1.0,TT,0.0015,51421.9001,325087.8898,physics
3.534,3.376,2.709,105.6,91.203,28.0,SS,0.1864,201.4698,2682.5957,physics
2.44,1.854,1.791,-11.82,153.82,0.3,FS,0.0005,52345.658,1015235.8717,physics
0.742,0.649,2.789,91.47,65.848,14.0,FF,0.0677,391.1596,7385.4484,physics
2.72,2.094,1.658,62.44,110.042,0.7,SF,0.0008,19497.1344,602086.1015,physics
0.442,1.16,2.443,31.14,196.061,0.3,FF,0.0004,134997.4353,1138692.3282,physics
2.777,1.295,2.355,-27.15,186.242,0.3,SF,0.0004,147630.9453,1380638.9944,physics
0.678,3.041,1.411,-23.89,89.598,3.0,SF,0.0043,2226.1816,116974.1796,physics
0.46,0.677,2.779,87.27,76.403,0.7,MC,0.0011,26730.2772,442409.2592,physics
3.342,0.589,2.788,106.4,180.748,28.0,TT,1.1468,63.4003,435.9859,physics
3.345,2.347,1.316,61.57,89.985,5.0,MC,0.0159,538.9546,31384.5512,physics
4.402,1.604,2.724,72.13,183.782,1.0,MC,0.0015,46401.8763,323243.3667,physics
4.915,1.82,0.75,-38.66,197.298,1.0,TT,0.0037,1599.1421,136579.678,physics
4.28,0.453,3.023,119.7,1.168,0.5,FF,0.0001,44113.7493,5488672.6215,physics
0.655,1.519,0.587,31.23,118.443,2.0,MC,0.0121,173.2801,41238.6107,physics
1.988,2.001,2.026,69.31,95.499,5.0,FS,0.015,1392.7405,33289.1069,physics
1.997,4.634,2.852,-14.55,199.494,7.0,TT,0.0094,9056.3873,52974.3746,physics
0.177,3.295,0.903,106.01,131.927,7.0,SS,0.7607,7.3702,657.256,physics
0.79,4.059,2.908,107.44,139.383,1.0,FS,0.001,63659.6327,511419.0642,physics
0.997,2.621,2.046,34.26,71.706,7.0,SF,0.0107,1509.9139,46519.6799,physics
3.07,2.953,2.871,-0.94,100.844,1.0,FS,0.0003,134616.1173,1477315.9215,physics
2.933,0.312,0.606,39.74,74.347,0.3,SF,0.0044,334.9066,114602.9612,physics
4.813,0.538,2.545,46.86,172.011,3.0,SF,0.0177,3303.3738,28234.7045,physics
2.643,2.688,2.208,0.46,126.502,14.0,MC,0.0359,916.987,13923.0295,physics
3.212,4.021,1.375,-31.29,69.366,28.0,SF,0.0856,89.4794,5841.4064,physics
2.336,4.544,2.107,14.7,71.23,3.0,FF,0.0009,21456.9683,587153.6088,physics
0.937,3.521,2.173,10.17,157.219,3.0,SS,0.0067,5777.5154,74423.9281,physics
3.191,2.954,2.104,68.29,59.059,0.3,SS,0.0002,71328.2809,2336497.4881,physics
1.52,0.55,1.916,100.49,56.292,7.0,FS,0.0828,132.1134,6035.4309,physics
1.491,4.311,0.54,-21.59,35.748,0.3,MC,0.0002,3591.0052,2730712.6427,physics
0.858,2.316,2.762,3.11,140.454,0.7,TT,0.0004,142413.4963,1282436.5257,physics
4.021,4.331,1.46,-26.07,29.869,7.0,SF,0.0044,1057.9141,114545.9156,physics
3.793,2.153,1.573,69.01,145.474,7.0,TT,0.055,348.9604,9095.6018,physics
2.939,4.233,0.652,3.63,164.087,28.0,TT,0.5442,6.8598,918.7153,physics
2.384,2.46,1.834,116.46,184.569,5.0,SF,0.0229,1414.9019,21866.5153,physics
3.456,2.042,1.235,47.52,87.512,3.0,SF,0.0067,1100.3727,74861.1849,physics
1.984,1.681,1.985,117.72,20.375,0.5,MC,0.0002,29256.4912,2825278.4273,physics
1.847,4.245,2.209,67.59,55.246,3.0,FF,0.0009,18278.5439,575727.9131,physics
4.035,1.388,2.136,36.08,135.383,5.0,MC,0.0239,1373.2895,20884.7851,physics
3.399,3.887,1.956,71.82,198.65,2.0,FS,0.0034,11963.72,148628.3521,physics
0.172,0.191,0.69,27.86,105.528,0.7,FF,0.0141,178.5294,35338.0945,physics
1.191,1.524,1.041,-36.09,19.296,0.3,MC,0.0001,10102.8188,3938437.9079,physics
4.483,1.202,2.178,-19.9,191.601,14.0,FS,0.153,311.2646,3268.3798,physics
0.754,3.334,3.02,53.4,193.466,14.0,MC,0.0624,1462.8574,8017.5542,physics
1.019,1.579,2.349,-27.51,91.235,3.0,SF,0.0024,11005.889,209032.0601,physics
3.498,3.388,2.656,2.46,156.366,3.0,SS,0.0038,15540.7156,131552.1154,physics
1.988,1.763,0.668,117.67,53.668,0.7,SS,0.0034,392.096,147154.8228,physics
2.52,4.654,2.209,-10.56,98.919,7.0,FS,0.0086,3128.4642,58030.7941,physics
3.871,1.209,2.301,110.58,143.365,14.0,SS,0.2735,146.6685,1827.8678,physics
0.476,2.921,1.202,33.57,179.406,7.0,MC,0.111,120.3366,4505.0413,physics
3.245,4.675,2.361,3.96,140.311,1.0,FS,0.0004,107008.9954,1254088.7522,physics
0.138,3.582,2.659,38.89,81.379,14.0,FS,0.2132,144.8779,2345.2307,physics
1.222,2.014,2.43,88.67,25.12,0.5,FF,0.0001,107771.2703,6016618.2116,physics
1.747,1.619,0.655,124.51,129.768,2.0,FS,0.0228,127.0985,21913.2344,physics
4.284,1.799,2.855,85.47,58.702,5.0,TT,0.0062,4507.5596,80725.6064,physics
2.826,4.842,2.35,9.31,78.631,14.0,MC,0.0161,1555.7599,30961.7456,physics
3.482,2.51,2.979,32.27,38.703,28.0,TT,0.046,466.4646,10869.343,physics
0.244,4.982,1.168,24.15,158.755,3.0,SF,0.0327,348.8629,15296.5777,physics
2.726,4.196,1.758,124.31,8.371,28.0,FF,0.0236,127.8832,21192.3006,physics
3.964,0.358,0.831,93.17,133.796,0.7,MC,0.0134,363.414,37386.8243,physics
4.367,2.752,2.575,-1.56,15.335,7.0,SF,0.0021,4170.9077,234656.1028,physics
3.311,2.435,3.07,-32.44,140.558,7.0,SS,0.0171,4134.2761,29279.3112,physics
0.961,0.392,1.361,90.96,91.781,7.0,FS,0.2917,29.832,1714.0249,physics
0.432,4.115,0.82,58.17,123.51,14.0,TT,0.4072,10.8022,1227.8782,physics
2.2,4.086,3.25,71.94,65.523,0.3,FS,0.0001,587814.6058,7356152.6352,physics
0.79,4.207,2.721,86.1,119.024,2.0,SS,0.0032,14505.3304,154172.1613,physics
0.709,0.835,1.662,74.89,111.128,0.7,TT,0.0025,6237.3284,198745.3166,physics
4.637,0.347,0.78,99.82,122.876,7.0,SS,1.1682,3.409,428.0261,physics
4.413,0.542,0.52,112.81,141.642,0.3,FF,0.006,338.3141,83618.915,physics
2.151,4.066,2.663,74.24,42.026,3.0,FS,0.001,18343.722,497018.3122,physics
2.318,1.31,0.989,74.13,119.658,0.7,FS,0.0039,1587.6913,129334.6825,physics
4.757,3.192,2.691,17.4,1.909,5.0,TT,0.0006,9002.1948,844627.2682,physics
0.693,2.721,0.768,19.71,152.465,0.5,FS,0.0024,1955.1161,209838.5868,physics
1.19,3.886,2.346,5.61,39.55,7.0,MC,0.0038,3422.3999,130282.7354,physics
4.238,4.571,1.893,-13.64,184.612,28.0,MC,0.1667,213.6314,2998.6932,physics
1.897,1.167,1.204,61.78,178.126,0.7,SS,0.0069,1915.5573,72183.9451,physics
0.63,0.404,2.005,-13.92,6.784,0.5,SS,0.0002,7544.0647,2220796.7344,physics
0.466,1.291,1.745,55.66,84.394,2.0,TT,0.0039,3421.8953,128834.8904,physics
3.921,1.732,0.775,81.73,174.107,1.0,TT,0.0061,901.8806,81956.1048,physics
0.479,2.988,0.652,31.92,44.017,0.3,SF,0.0006,1862.4121,883213.026,physics
0.989,1.961,1.782,-7.96,72.359,3.0,TT,0.0031,3947.5496,161207.8622,physics
1.759,0.306,2.092,6.3,23.111,0.7,SF,0.0007,8489.7685,733726.243,physics
2.161,3.838,1.116,8.7,32.201,0.3,TT,0.0001,25165.3678,4826064.5627,physics
2.941,2.831,1.143,27.93,104.832,5.0,FS,0.0211,354.1017,23747.8204,physics
2.431,2.394,0.541,30.64,174.647,5.0,FF,0.0465,57.412,10753.0314,physics
2.239,1.229,3.097,116.13,182.837,28.0,SF,0.4277,211.2771,1169.0432,physics
4.903,0.344,1.818,86.82,7.69,0.5,SF,0.0005,5502.9326,1031250.1197,physics
2.459,4.02,2.8,34.65,48.862,0.5,SS,0.0001,184252.7735,3963012.0568,physics
3.503,2.122,1.11,19.14,48.573,14.0,SS,0.107,33.1866,4673.1862,physics
2.461,1.628,2.469,101.56,149.71,28.0,SF,0.3411,139.6634,1465.8312,physics
2.383,0.822,2.469,-9.48,174.439,0.7,MC,0.0017,32447.6714,296364.5498,physics
3.211,4.323,0.698,107.42,67.248,28.0,FF,0.2406,8.0392,2078.469,physics
2.198,1.458,3.149,49.5,159.101,14.0,FS,0.0894,914.7313,5590.9338,physics
4.419,3.718,0.653,115.98,135.256,28.0,SS,1.4892,2.1242,335.7588,physics
1.989,2.407,0.614,20.46,129.986,14.0,FS,0.2903,8.9011,1722.5233,physics
3.582,1.143,3.248,-0.63,23.598,0.7,MC,0.0001,133864.8508,4065490.5566,physics
4.703,2.964,3.185,-5.38,149.258,5.0,FF,0.0034,23872.711,145615.3177,physics
